je800110r,8773
je5010214,1866
j.jct.2011.10.023,936
j.fluid.2012.11.013,400
j.jct.2010.08.010,362
j.jct.2012.08.014,351
je8006875,351
j.tca.2015.08.013,324
je700145e,261
j.jct.2008.02.020,246
j.jct.2013.05.051,216
j.jct.2011.08.016,213
j.jct.2011.02.008,196
j.jct.2011.08.012,196
j.fluid.2006.05.032,182
j.jct.2007.11.009,176
j.jct.2010.03.022,160
je060154f,150
je700261b,150
je050020,148
j.jct.2005.03.016,144
je7004374,144
s10765-008-0503-0,114
s10765-008-0485-y,114
j.fluid.2008.06.007,110
j.fluid.2012.02.007,110
j.jct.2012.05.016,110
j.jct.2011.04.011,108
je900414p,104
je101361u,102
je049580w,90
j.jct.2005.09.003,88
j.jct.2004.10.011,88
j.jct.2008.12.020,84
cs.jced.5b00662,82
j.fluid.2006.12.011,78
j.fluid.2008.03.004,75
j.jct.2005.03.006,69
je700188w,68
j.jct.2012.07.018,65
j.fluid.2008.06.014,60
je101286a,60
j.jct.2012.10.002,60
j.jct.2012.03.013,56
j.jct.2012.12.003,53
je700428f,48
je100581,48
j.jct.2011.06.013,46
je600554h,46
j.jct.2011.01.014,45
j.jct.2005.05.003,45
j.jct.2005.02.004,45
j.jct.2008.04.003,42
j.jct.2008.09.018,42
j.jct.2006.09.014,42
je7006549,42
je060496,40
je5005752,40
j.fluid.2013.08.007,40
j.jct.2005.05.020,40
j.fluid.2013.11.031,40
je5009334,40
je200373q,38
j.jct.2014.01.020,38
j.fluid.2011.11.022,38
j.jct.2012.09.026,37
j.tca.2011.08.002,37
je400529k,36
je4004806,35
j.jct.2009.06.023,33
j.jct.2012.11.007,32
j.jct.2012.06.031,32
je6005778,32
cs.jced.5b00838,32
je900048r,31
je100353j,30
j.jct.2011.10.027,30
je501041r,30
j.jct.2012.11.011,30
j.fluid.2014.06.005,30
je100089s,30
cs.jced.5b00009,28
j.jct.2007.10.010,28
je401124t,28
j.jct.2012.09.027,28
je100100n,28
je050416y,28
cs.jced.5b00789,27
j.jct.2012.01.008,27
j.jct.2007.05.005,27
je0600808,27
je900722,26
j.tca.2013.07.012,25
j.jct.2012.01.013,25
je049776w,25
j.fluid.2013.06.041,25
j.tca.2014.03.042,25
j.jct.2010.06.011,25
j.jct.2014.06.023,25
j.jct.2010.12.009,25
j.fluid.2014.04.002,24
j.jct.2008.07.005,24
j.tca.2013.03.025,24
j.jct.2013.09.024,24
j.fluid.2009.11.030,24
je0497496,23
je800244q,23
j.tca.2012.01.007,23
j.fluid.2007.09.028,23
j.jct.2006.11.003,23
je049663c,22
je800150h,22
je3011979,22
je7002513,21
j.jct.2012.11.032,21
j.jct.2012.10.008,21
je050414d,21
j.jct.2006.03.018,21
je5007604,21
je900732r,21
j.jct.2005.06.011,21
je060307z,21
j.tca.2012.12.008,20
j.jct.2013.05.040,20
je200707b,20
je400917j,20
je401036f,20
je0504156,20
j.jct.2008.01.015,20
j.jct.2013.09.043,20
j.jct.2013.08.007,20
je3013205,20
je050376y,20
je300799f,20
j.jct.2006.05.006,20
je500153g,20
j.jct.2013.01.023,20
